Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Experience_Level_Category,BMI_Category
41,male,78.8,1.72,172,132,62,1.01,660.0,cardio,27.3,3.1,4,2,26.64,intermediate,overweight
50,male,50.6,1.69,162,156,60,1.31,1012.0,cardio,23.8,3.0,2,1,17.72,beginner,underweight
41,male,82.5,1.79,185,139,61,1.69,1163.0,cardio,14.7,3.5,4,3,25.75,advanced,overweight
28,male,108.5,1.79,183,120,68,1.33,878.0,hiit,24.8,2.1,4,2,33.86,intermediate,obese
25,male,49.9,1.98,165,122,68,1.15,772.0,yoga,25.7,2.1,3,2,12.73,intermediate,underweight
53,male,125.1,1.91,171,137,70,0.52,353.0,strength,28.3,3.1,2,1,34.29,beginner,obese
55,female,79.7,1.66,195,160,68,1.06,763.0,cardio,27.8,1.9,2,1,28.92,beginner,overweight
57,male,126.8,1.63,161,133,73,0.96,632.0,yoga,20.8,2.1,2,1,47.72,beginner,obese
37,female,54.6,1.57,170,150,62,1.31,982.0,strength,32.1,2.4,3,1,22.15,beginner,normal
52,female,47.8,1.54,198,146,63,1.34,880.0,cardio,29.8,1.9,3,2,20.16,intermediate,normal
42,male,97.9,1.91,193,136,73,1.01,680.0,strength,29.0,2.8,3,2,26.84,intermediate,overweight
52,female,63.1,1.54,185,165,67,1.36,1010.0,strength,34.8,1.8,3,2,26.61,intermediate,overweight
42,female,72.4,1.69,177,148,61,1.07,713.0,yoga,29.0,2.3,3,2,25.35,intermediate,overweight
46,female,58.9,1.7,180,155,53,1.52,1060.0,strength,17.1,2.7,4,3,20.38,advanced,normal
35,female,50.4,1.6,195,156,59,1.03,803.0,cardio,29.1,1.9,4,2,19.69,intermediate,normal
35,female,64.2,1.59,199,145,66,1.63,1182.0,yoga,16.6,2.7,5,3,25.39,advanced,overweight
19,female,58.8,1.77,181,136,53,1.4,952.0,hiit,32.8,2.7,2,1,18.77,beginner,normal
52,male,105.2,1.62,189,141,61,1.36,949.0,hiit,27.6,3.2,3,1,40.09,beginner,obese
33,female,45.9,1.5,189,144,62,0.92,662.0,yoga,29.8,1.7,3,1,20.4,beginner,normal
58,female,65.2,1.63,167,121,53,1.12,610.0,hiit,25.4,2.0,3,2,24.54,intermediate,normal
53,female,56.3,1.79,193,141,59,1.52,964.0,strength,16.5,2.7,5,3,17.57,advanced,underweight
50,male,90.0,1.7,168,124,74,0.81,497.0,cardio,22.9,2.7,2,1,31.14,beginner,obese
21,female,60.0,1.7,179,123,52,1.97,1212.0,strength,19.1,2.7,5,3,20.76,advanced,normal
50,male,51.5,1.71,199,155,64,1.48,1136.0,yoga,20.9,2.9,2,1,17.61,beginner,underweight
31,female,63.1,1.64,184,125,51,1.54,962.0,cardio,19.0,2.7,4,3,23.46,advanced,normal
38,male,91.5,1.77,178,140,74,0.8,616.0,yoga,26.7,3.4,2,1,29.21,beginner,overweight
37,male,48.7,1.67,164,132,74,1.39,1009.0,yoga,27.3,3.0,2,1,17.46,beginner,underweight
25,female,57.8,1.56,170,156,66,1.35,1053.0,yoga,29.3,1.6,3,2,23.75,intermediate,normal
24,female,42.0,1.75,174,144,55,0.83,598.0,strength,31.8,2.3,3,1,13.71,beginner,underweight
20,male,128.4,1.92,167,145,57,0.63,502.0,cardio,26.1,2.0,2,1,34.83,beginner,obese
34,female,74.2,1.57,178,158,52,1.47,1161.0,cardio,32.7,2.4,3,1,30.1,beginner,obese
50,male,89.6,1.68,182,139,74,1.79,1232.0,cardio,12.2,3.5,5,3,31.75,advanced,obese
29,male,125.9,2.0,186,152,67,1.36,1137.0,strength,24.7,3.1,4,2,31.48,intermediate,obese
39,male,105.5,1.99,199,133,71,0.81,593.0,hiit,26.4,2.5,2,1,26.64,beginner,overweight
39,male,93.4,1.7,191,155,50,1.1,938.0,strength,21.1,2.5,4,2,32.32,intermediate,obese
47,male,82.1,1.84,185,136,65,1.37,922.0,strength,24.4,3.4,4,2,24.25,intermediate,normal
55,female,42.9,1.69,186,140,56,0.9,567.0,yoga,34.7,2.4,2,1,15.02,beginner,underweight
55,male,128.4,1.68,178,165,52,1.13,923.0,cardio,20.4,2.6,4,2,45.49,intermediate,obese
25,male,112.4,1.96,188,135,72,1.42,1054.0,cardio,23.2,2.5,2,1,29.26,beginner,overweight
44,female,77.7,1.79,198,165,53,1.41,1047.0,hiit,28.1,2.2,3,1,24.25,beginner,normal
44,male,89.3,1.99,192,135,58,1.4,936.0,hiit,26.3,2.0,4,2,22.55,intermediate,normal
51,female,70.3,1.55,178,139,54,1.4,876.0,yoga,26.1,1.6,3,1,29.26,beginner,overweight
38,female,59.1,1.72,196,148,68,1.07,792.0,cardio,31.3,1.7,3,2,19.98,intermediate,normal
47,female,49.9,1.69,178,147,64,1.48,979.0,hiit,26.0,1.7,3,2,17.47,intermediate,underweight
50,male,101.7,1.67,192,127,57,0.53,333.0,hiit,20.9,2.9,2,1,36.47,beginner,obese
45,male,93.0,1.91,175,143,55,1.03,729.0,cardio,27.3,3.7,3,2,25.49,intermediate,overweight
50,male,87.4,1.6,182,122,67,0.77,465.0,strength,23.2,3.1,2,1,34.14,beginner,obese
22,female,55.1,1.61,166,144,68,1.62,1166.0,hiit,19.9,2.7,4,3,21.26,advanced,normal
36,male,123.7,1.69,185,138,73,1.3,987.0,cardio,20.4,2.1,4,2,43.31,intermediate,obese
21,female,61.3,1.57,191,152,64,1.94,1474.0,hiit,17.2,2.7,4,3,24.87,advanced,normal
52,male,72.3,1.94,171,121,56,1.46,874.0,yoga,21.1,2.9,3,2,19.21,intermediate,normal
34,female,69.2,1.53,167,134,59,1.36,911.0,hiit,28.5,2.1,2,1,29.56,beginner,overweight
45,male,81.4,1.61,164,141,55,1.14,796.0,cardio,30.0,2.2,4,2,31.4,intermediate,obese
47,male,84.8,1.86,187,129,63,1.85,1181.0,hiit,14.4,3.5,5,3,24.51,advanced,normal
46,male,55.1,1.72,164,137,66,1.43,970.0,yoga,20.5,3.6,3,2,18.62,intermediate,normal
23,female,59.0,1.78,185,141,58,1.67,1177.0,yoga,17.8,2.7,5,3,18.62,advanced,normal
52,female,64.9,1.51,164,165,68,1.83,1359.0,hiit,18.2,2.7,4,3,28.46,advanced,overweight
58,male,109.7,1.75,181,168,54,1.01,840.0,hiit,22.1,2.7,2,1,35.82,beginner,obese
54,male,78.4,1.9,174,146,72,0.81,585.0,yoga,21.5,3.7,2,1,21.72,beginner,normal
41,female,76.7,1.79,172,132,56,1.4,832.0,yoga,34.0,2.0,4,2,23.94,intermediate,normal
46,female,63.1,1.61,187,152,68,1.0,684.0,strength,34.7,2.2,4,2,24.34,intermediate,normal
48,female,62.9,1.58,192,124,69,1.98,1105.0,strength,20.0,2.7,4,3,25.2,advanced,overweight
52,male,85.6,1.74,182,145,56,1.84,1321.0,yoga,13.9,3.5,4,3,28.27,advanced,overweight
50,female,66.3,1.57,192,132,73,1.25,742.0,hiit,31.6,1.6,2,1,26.9,beginner,overweight
38,male,61.3,1.97,177,146,51,1.37,1100.0,cardio,23.5,2.8,3,1,15.8,beginner,underweight
49,female,44.1,1.65,189,133,74,1.16,694.0,hiit,26.7,1.8,4,2,16.2,intermediate,underweight
40,male,63.8,1.62,185,143,72,1.3,1022.0,hiit,20.8,3.4,2,1,24.31,beginner,normal
50,female,55.4,1.55,175,122,65,1.85,1016.0,strength,18.5,2.7,4,3,23.06,advanced,normal
20,female,74.7,1.58,172,166,62,1.04,863.0,strength,32.8,2.4,3,2,29.92,intermediate,overweight
35,female,78.0,1.67,198,168,57,1.13,949.0,strength,33.3,2.5,4,2,27.97,intermediate,overweight
42,female,57.5,1.67,192,149,55,1.14,764.0,yoga,34.1,2.4,2,1,20.62,beginner,normal
59,female,60.7,1.73,185,154,55,1.03,714.0,yoga,33.8,2.5,3,2,20.28,intermediate,normal
48,male,69.0,1.74,160,167,58,1.48,1223.0,hiit,30.0,2.3,3,2,22.79,intermediate,normal
20,female,75.8,1.78,197,133,53,1.42,944.0,hiit,27.4,2.0,4,2,23.92,intermediate,normal
57,female,75.7,1.63,161,131,60,0.69,407.0,cardio,32.6,2.3,3,1,28.49,beginner,overweight
41,female,71.2,1.64,165,147,54,1.42,939.0,hiit,30.9,2.3,3,2,26.47,intermediate,overweight
49,male,85.0,1.68,197,163,74,1.82,1468.0,hiit,11.3,3.5,4,3,30.12,advanced,obese
39,female,63.6,1.56,183,148,66,1.22,903.0,strength,34.8,2.4,2,1,26.13,beginner,overweight
40,male,73.2,1.94,177,162,69,0.81,722.0,strength,29.0,2.4,2,1,19.45,beginner,normal
19,female,48.3,1.52,186,136,56,0.96,653.0,strength,26.3,1.6,2,1,20.91,beginner,normal
44,female,42.8,1.78,167,159,64,1.49,1066.0,strength,25.3,2.6,3,2,13.51,intermediate,underweight
59,male,88.1,1.76,187,168,74,1.35,1123.0,strength,26.9,3.0,3,2,28.44,intermediate,overweight
19,female,72.4,1.75,169,140,64,1.2,840.0,cardio,31.0,1.7,4,2,23.64,intermediate,normal
43,male,73.2,1.88,176,142,63,1.17,822.0,cardio,29.4,3.3,3,1,20.71,beginner,normal
34,male,110.5,1.86,188,139,62,1.42,1086.0,cardio,22.3,3.6,2,1,31.94,beginner,obese
57,female,46.1,1.76,165,130,60,1.44,842.0,strength,25.8,1.7,3,2,14.88,intermediate,underweight
50,male,90.8,1.71,173,153,62,1.07,810.0,yoga,22.6,3.4,4,2,31.05,intermediate,obese
26,female,59.3,1.51,181,129,71,1.7,1096.0,strength,15.1,2.7,5,3,26.01,advanced,overweight
56,female,45.1,1.73,165,129,73,0.83,482.0,strength,25.4,2.6,3,1,15.07,beginner,underweight
46,male,45.0,1.77,185,162,58,1.48,1187.0,cardio,29.1,3.6,3,2,14.36,intermediate,underweight
59,male,89.4,1.62,198,125,59,1.43,885.0,strength,23.5,3.6,3,2,34.06,intermediate,obese
43,male,127.7,1.69,171,155,53,1.14,875.0,cardio,24.1,2.9,3,2,44.71,intermediate,obese
52,male,70.9,1.72,194,143,66,1.31,927.0,strength,20.2,2.6,3,2,23.97,intermediate,normal
42,female,49.2,1.5,173,131,63,1.15,678.0,hiit,27.7,1.5,3,2,21.87,intermediate,normal
41,female,62.3,1.79,181,162,73,1.99,1451.0,yoga,19.0,2.7,5,3,19.44,advanced,normal
30,male,64.1,1.87,182,142,67,0.64,500.0,yoga,26.2,2.1,2,1,18.33,beginner,underweight
24,female,69.7,1.75,166,146,60,1.41,1029.0,cardio,32.5,2.0,3,1,22.76,beginner,normal
53,female,56.9,1.59,199,164,65,1.49,1100.0,hiit,29.5,2.0,3,2,22.51,intermediate,normal
37,female,53.0,1.71,184,156,50,1.13,881.0,yoga,28.1,1.7,4,2,18.13,intermediate,underweight
18,female,72.7,1.55,172,125,56,0.84,525.0,cardio,29.8,2.0,3,1,30.26,beginner,obese
25,male,76.5,1.96,180,120,59,0.67,442.0,strength,23.2,2.3,3,1,19.91,beginner,normal
33,male,113.6,1.99,169,125,58,1.38,949.0,strength,28.4,3.4,2,1,28.69,beginner,overweight
31,female,62.5,1.62,168,169,74,1.56,1318.0,hiit,16.5,2.7,4,3,23.81,advanced,normal
29,male,95.2,1.86,174,141,52,0.64,496.0,yoga,26.6,2.5,2,1,27.52,beginner,overweight
40,male,51.7,1.82,161,160,71,0.9,792.0,strength,21.4,3.0,3,1,15.61,beginner,underweight
32,male,105.3,1.67,184,143,72,0.57,448.0,cardio,26.9,2.9,3,1,37.76,beginner,obese
45,female,71.2,1.68,172,144,63,1.37,888.0,strength,34.1,1.6,3,1,25.23,beginner,overweight
51,female,78.1,1.51,193,134,74,0.92,555.0,strength,31.1,2.6,3,1,34.25,beginner,obese
19,female,50.6,1.68,193,145,64,1.21,877.0,yoga,30.6,2.1,3,2,17.93,intermediate,underweight
49,male,70.2,1.89,194,127,51,0.7,440.0,yoga,29.6,2.6,3,1,19.65,beginner,normal
40,female,62.6,1.53,197,143,73,1.93,1380.0,cardio,18.1,2.7,5,3,26.74,advanced,overweight
39,female,60.6,1.65,162,167,63,0.92,768.0,hiit,27.6,1.7,3,1,22.26,beginner,normal
42,male,76.4,1.97,165,157,65,1.14,886.0,hiit,22.9,2.6,3,2,19.69,intermediate,normal
39,female,63.3,1.71,178,125,56,1.88,1175.0,strength,18.5,2.7,4,3,21.65,advanced,normal
39,female,68.6,1.64,162,154,53,1.33,1024.0,cardio,32.4,1.5,3,2,25.51,intermediate,overweight
59,male,123.3,1.88,177,161,67,1.3,1036.0,hiit,23.0,2.6,4,2,34.89,intermediate,obese
23,male,107.0,1.94,198,120,73,1.35,891.0,hiit,23.5,2.9,2,1,28.43,beginner,overweight
32,male,68.3,1.92,168,165,54,1.42,1289.0,strength,29.9,3.5,2,1,18.53,beginner,normal
54,female,47.8,1.6,171,155,55,1.19,830.0,cardio,26.0,2.3,4,2,18.67,intermediate,normal
50,female,58.4,1.79,164,131,56,1.6,943.0,hiit,17.0,2.7,4,3,18.23,advanced,underweight
25,female,74.3,1.71,162,157,64,1.43,1123.0,yoga,25.6,1.6,3,2,25.41,intermediate,overweight
22,male,106.8,1.82,170,130,50,1.0,715.0,yoga,28.2,2.3,4,2,32.24,intermediate,obese
56,male,125.5,1.8,189,131,73,1.26,817.0,strength,20.9,2.7,4,2,38.73,intermediate,obese
21,female,55.2,1.55,163,161,53,1.37,1103.0,strength,31.7,1.7,4,2,22.98,intermediate,normal
23,female,71.4,1.72,164,169,74,1.25,1056.0,strength,25.6,1.5,2,1,24.13,beginner,normal
49,male,77.7,1.61,160,158,50,1.03,806.0,strength,26.7,3.4,3,2,29.98,intermediate,overweight
47,male,88.4,1.6,186,126,60,1.86,1160.0,hiit,14.2,3.5,5,3,34.53,advanced,obese
52,male,104.8,1.99,187,130,67,0.93,598.0,cardio,24.0,2.0,2,1,26.46,beginner,overweight
57,male,82.2,1.69,188,155,63,1.15,882.0,strength,25.2,3.4,4,2,28.78,intermediate,overweight
33,female,68.2,1.75,177,150,71,0.85,638.0,strength,29.0,1.7,2,1,22.27,beginner,normal
30,male,91.4,1.99,171,152,60,1.37,1145.0,hiit,23.0,3.7,3,2,23.08,intermediate,normal
59,female,42.1,1.65,172,132,59,1.22,725.0,strength,33.0,2.2,2,1,15.46,beginner,underweight
47,female,68.7,1.76,161,137,66,1.37,845.0,strength,27.7,2.4,3,2,22.18,intermediate,normal
36,female,47.2,1.74,196,160,53,1.5,1200.0,cardio,32.2,1.6,4,2,15.59,intermediate,underweight
34,male,92.0,1.76,175,143,73,0.73,574.0,yoga,22.1,3.5,3,1,29.7,beginner,overweight
36,male,56.2,1.95,183,128,64,1.09,767.0,strength,22.5,3.4,4,2,14.78,intermediate,underweight
45,male,58.4,1.72,194,150,65,1.31,973.0,hiit,23.4,3.1,4,2,19.74,intermediate,normal
43,male,82.9,1.95,181,160,70,1.9,1505.0,cardio,12.9,3.5,5,3,21.8,advanced,normal
54,female,66.9,1.74,195,129,62,1.24,720.0,hiit,29.5,2.1,2,1,22.1,beginner,normal
43,male,66.3,1.85,170,121,58,1.18,707.0,cardio,27.5,3.2,2,1,19.37,beginner,normal
40,male,93.6,1.93,188,157,60,1.38,1192.0,cardio,22.1,2.0,3,1,25.13,beginner,overweight
26,female,64.1,1.5,194,134,60,1.93,1293.0,strength,15.1,2.7,5,3,28.49,advanced,overweight
29,male,86.7,1.62,174,122,55,1.52,1020.0,strength,13.9,3.5,4,3,33.04,advanced,obese
18,female,62.0,1.59,190,162,50,1.23,996.0,strength,33.2,2.2,4,2,24.52,intermediate,normal
18,female,58.1,1.61,175,150,71,1.9,1425.0,yoga,15.3,2.7,4,3,22.41,advanced,normal
51,female,64.9,1.6,169,125,55,1.49,838.0,yoga,31.1,2.5,4,2,25.35,intermediate,overweight
49,female,69.3,1.62,191,122,62,1.14,626.0,hiit,28.8,1.9,4,2,26.41,intermediate,overweight
42,female,42.7,1.74,161,130,71,1.04,608.0,strength,32.9,1.6,3,1,14.1,beginner,underweight
57,female,51.4,1.63,183,134,73,1.2,724.0,yoga,33.7,2.0,4,2,19.35,intermediate,normal
18,female,67.4,1.6,182,164,71,0.6,492.0,strength,33.5,2.4,3,1,26.33,beginner,overweight
33,female,55.6,1.61,161,147,54,1.77,1301.0,yoga,18.9,2.7,4,3,21.45,advanced,normal
56,male,125.3,1.86,197,129,64,1.0,639.0,yoga,22.7,2.2,3,2,36.22,intermediate,obese
22,male,102.1,1.85,190,157,67,1.48,1278.0,cardio,28.1,2.4,4,2,29.83,intermediate,overweight
39,male,61.9,1.77,199,166,69,1.32,1205.0,strength,25.3,2.3,3,1,19.76,beginner,normal
46,male,108.8,1.64,185,169,63,1.4,1171.0,strength,20.5,3.4,3,1,40.45,beginner,obese
20,female,51.1,1.58,188,169,64,0.5,422.0,yoga,29.6,1.6,2,1,20.47,beginner,normal
29,male,81.7,1.99,162,126,54,1.45,1005.0,strength,29.4,3.2,2,1,20.63,beginner,normal
43,female,42.7,1.66,173,134,53,0.73,440.0,yoga,33.9,1.9,2,1,15.5,beginner,underweight
33,male,81.8,1.99,184,137,51,1.59,1198.0,strength,10.5,3.5,4,3,20.66,advanced,normal
54,male,54.6,1.76,160,137,56,1.28,868.0,cardio,27.4,3.3,4,2,17.63,intermediate,underweight
39,male,107.7,1.88,162,160,59,0.72,634.0,strength,28.1,3.6,2,1,30.47,beginner,obese
46,female,56.9,1.6,185,143,65,0.88,566.0,cardio,27.7,1.6,3,1,22.23,beginner,normal
31,male,78.8,1.71,177,121,59,1.49,992.0,hiit,24.7,2.5,4,2,26.95,intermediate,overweight
45,female,48.2,1.64,168,159,67,1.25,894.0,strength,32.1,2.5,4,2,17.92,intermediate,underweight
22,female,50.7,1.59,197,139,66,1.27,883.0,strength,29.4,1.8,3,2,20.05,intermediate,normal
47,male,86.6,1.99,182,153,70,1.98,1500.0,strength,10.6,3.5,4,3,21.87,advanced,normal
22,male,96.3,1.63,180,162,62,1.35,1203.0,cardio,27.1,2.4,4,2,36.25,intermediate,obese
29,male,80.8,1.98,160,145,50,1.65,1316.0,strength,14.6,3.5,5,3,20.61,advanced,normal
33,female,58.0,1.53,180,126,50,1.84,1159.0,strength,18.3,2.7,5,3,24.78,advanced,normal
43,male,95.9,1.85,186,157,64,1.28,995.0,yoga,27.7,3.4,2,1,28.02,beginner,overweight
43,female,61.5,1.58,165,149,50,1.86,1247.0,hiit,16.8,2.7,5,3,24.64,advanced,normal
38,female,40.6,1.79,195,161,55,0.62,499.0,cardio,26.8,2.7,2,1,12.67,beginner,underweight
56,male,82.5,1.87,187,124,74,1.51,927.0,yoga,13.2,3.5,5,3,23.59,advanced,normal
53,male,105.1,1.84,176,130,62,0.69,444.0,cardio,23.3,2.9,3,1,31.04,beginner,obese
50,female,58.1,1.58,199,120,50,1.93,1042.0,yoga,19.3,2.7,5,3,23.27,advanced,normal
47,female,61.0,1.76,162,153,54,1.54,1060.0,hiit,15.6,2.7,5,3,19.69,advanced,normal
54,female,64.5,1.53,171,120,58,1.74,940.0,yoga,17.2,2.7,4,3,27.55,advanced,overweight
40,male,58.2,1.98,198,138,74,1.43,1085.0,cardio,24.0,2.5,3,2,14.85,intermediate,underweight
27,female,69.5,1.76,171,121,66,0.94,569.0,strength,34.4,2.0,3,1,22.44,beginner,normal
22,male,62.2,1.84,161,140,65,0.51,393.0,strength,21.5,2.3,3,1,18.37,beginner,underweight
53,female,68.0,1.7,181,139,57,1.06,663.0,hiit,25.1,2.4,4,2,23.53,intermediate,normal
51,female,56.3,1.5,182,142,66,1.43,914.0,cardio,27.4,2.4,3,1,25.02,beginner,overweight
48,male,94.5,1.7,189,140,64,1.01,700.0,cardio,28.2,3.5,3,2,32.7,intermediate,obese
27,female,58.0,1.79,164,143,73,1.39,994.0,cardio,27.1,1.5,2,1,18.1,beginner,underweight
36,male,84.0,1.94,168,123,50,1.8,1218.0,hiit,11.2,3.5,5,3,22.32,advanced,normal
49,male,61.0,1.87,180,131,61,1.14,739.0,strength,21.3,3.0,4,2,17.44,intermediate,underweight
18,female,64.8,1.53,170,141,54,1.98,1396.0,yoga,18.6,2.7,5,3,27.68,advanced,overweight
22,male,45.7,1.77,164,139,73,1.04,795.0,hiit,20.7,2.4,3,1,14.59,beginner,underweight
21,male,80.9,1.9,194,137,55,1.8,1356.0,yoga,11.7,3.5,4,3,22.41,advanced,normal
33,female,64.1,1.63,186,120,74,1.58,948.0,strength,16.4,2.7,5,3,24.13,advanced,normal
41,male,67.0,1.77,161,149,50,1.22,900.0,hiit,25.6,2.6,3,2,21.39,intermediate,normal
33,male,106.5,1.6,183,152,74,1.4,1170.0,strength,27.3,3.3,4,2,41.6,intermediate,obese
19,male,95.1,1.85,190,143,50,1.21,952.0,yoga,25.3,2.3,4,2,27.79,intermediate,overweight
45,female,65.5,1.57,192,133,59,0.66,395.0,cardio,34.3,2.3,2,1,26.57,beginner,overweight
49,male,105.7,1.64,198,155,59,1.2,921.0,cardio,29.5,3.1,3,2,39.3,intermediate,obese
44,female,48.0,1.76,189,124,52,0.88,491.0,yoga,28.6,2.6,2,1,15.5,beginner,underweight
37,female,69.5,1.5,196,130,66,0.69,448.0,cardio,32.8,2.4,2,1,30.89,beginner,obese
41,male,66.1,1.69,187,143,68,0.77,545.0,yoga,27.4,3.4,2,1,23.14,beginner,normal
29,male,68.0,1.7,190,150,60,0.76,627.0,hiit,28.9,2.9,2,1,23.53,beginner,normal
52,male,50.3,1.78,170,132,67,0.85,555.0,hiit,24.5,2.3,2,1,15.88,beginner,underweight
50,female,69.3,1.68,182,135,51,1.2,729.0,hiit,30.3,2.0,2,1,24.55,beginner,normal
50,male,86.7,1.63,161,143,58,1.7,1203.0,cardio,12.1,3.5,4,3,32.63,advanced,obese
54,male,125.9,1.94,199,132,73,1.35,882.0,strength,28.5,2.9,3,2,33.45,intermediate,obese
29,male,88.1,1.93,186,143,66,1.88,1479.0,cardio,11.1,3.5,5,3,23.65,advanced,normal
20,male,124.3,1.82,194,145,63,1.25,997.0,cardio,22.4,3.2,3,2,37.53,intermediate,obese
18,male,62.0,1.85,161,121,53,0.88,586.0,strength,23.7,3.0,3,1,18.12,beginner,underweight
50,female,69.7,1.72,198,135,66,1.24,753.0,strength,27.3,2.0,4,2,23.56,intermediate,normal
57,female,60.9,1.52,196,157,66,1.31,926.0,strength,30.6,1.8,3,2,26.36,intermediate,overweight
27,male,76.5,1.97,180,165,61,1.13,1025.0,strength,21.3,2.3,2,1,19.71,beginner,normal
46,male,94.7,1.82,164,120,69,1.47,873.0,cardio,23.2,3.2,3,2,28.59,intermediate,overweight
30,male,67.9,1.75,180,168,67,1.25,1155.0,yoga,29.1,3.1,2,1,22.17,beginner,normal
29,male,121.1,1.87,188,130,52,1.31,937.0,hiit,24.1,3.2,4,2,34.63,intermediate,obese
48,female,71.5,1.64,179,154,60,1.46,1012.0,yoga,32.5,1.9,4,2,26.58,intermediate,overweight
19,male,98.6,1.7,197,162,74,0.83,740.0,cardio,21.1,2.4,2,1,34.12,beginner,obese
52,female,68.2,1.63,179,148,67,1.17,779.0,strength,27.5,2.4,3,1,25.67,beginner,overweight
40,female,57.7,1.69,184,156,53,1.18,920.0,hiit,33.1,2.4,4,2,20.2,intermediate,normal
34,male,124.6,1.63,161,136,66,1.41,1055.0,hiit,27.6,2.8,3,2,46.9,intermediate,obese
43,female,73.0,1.59,191,158,67,1.31,931.0,yoga,28.9,2.2,3,1,28.88,beginner,overweight
25,female,59.4,1.51,185,161,54,1.62,1304.0,cardio,19.8,2.7,5,3,26.05,advanced,overweight
46,female,52.0,1.65,165,147,63,0.7,463.0,cardio,34.1,1.9,2,1,19.1,beginner,normal
43,female,42.2,1.65,162,148,59,1.33,886.0,cardio,34.6,2.3,3,2,15.5,intermediate,underweight
27,male,89.3,1.64,192,162,64,1.82,1622.0,hiit,12.1,3.5,4,3,33.2,advanced,obese
43,male,110.0,1.76,160,122,50,1.09,658.0,yoga,22.0,3.4,3,1,35.51,beginner,obese
51,female,66.2,1.58,164,129,65,0.86,499.0,hiit,31.3,2.3,3,1,26.52,beginner,overweight
58,male,58.6,1.66,172,161,60,1.21,964.0,hiit,26.8,2.9,2,1,21.27,beginner,normal
24,male,51.0,1.67,178,133,72,0.97,710.0,strength,21.3,2.8,3,1,18.29,beginner,underweight
21,male,101.5,1.95,171,131,69,0.97,699.0,yoga,27.9,3.1,3,1,26.69,beginner,overweight
28,male,114.2,1.87,184,166,55,1.05,959.0,strength,20.2,3.2,3,2,32.66,intermediate,obese
46,male,54.4,1.72,194,161,73,0.91,725.0,cardio,24.8,2.9,2,1,18.39,beginner,underweight
53,female,52.4,1.57,171,149,71,1.34,898.0,hiit,28.3,2.2,3,2,21.26,intermediate,normal
42,male,85.2,1.81,189,151,65,1.54,1151.0,yoga,13.7,3.5,5,3,26.01,advanced,overweight
38,male,83.6,1.74,164,151,51,1.66,1379.0,cardio,11.6,3.5,5,3,27.61,advanced,overweight
53,male,115.4,1.92,193,161,50,1.36,1084.0,yoga,28.3,2.2,4,2,31.3,intermediate,obese
27,male,71.2,1.97,181,151,73,0.74,615.0,hiit,25.9,3.6,3,1,18.35,beginner,underweight
54,female,78.1,1.6,198,145,73,1.1,718.0,yoga,32.9,2.4,4,2,30.51,intermediate,obese
26,female,54.2,1.65,172,120,58,1.07,642.0,cardio,34.9,1.9,4,2,19.91,intermediate,normal
41,female,77.6,1.76,162,161,71,1.27,920.0,strength,31.8,2.2,4,2,25.05,intermediate,overweight
52,female,44.1,1.62,179,121,61,1.41,768.0,hiit,34.8,1.6,3,1,16.8,beginner,underweight
52,male,85.5,1.8,190,136,66,1.7,1144.0,strength,10.1,3.5,5,3,26.39,advanced,overweight
53,female,47.8,1.76,164,149,74,1.06,711.0,hiit,28.4,1.5,4,2,15.43,intermediate,underweight
35,male,102.5,1.94,183,158,64,0.84,730.0,cardio,21.1,2.4,2,1,27.23,beginner,overweight
56,male,118.0,1.9,199,126,68,0.66,412.0,hiit,22.6,3.2,2,1,32.69,beginner,obese
49,male,82.3,1.84,192,146,71,1.29,932.0,strength,28.4,3.4,4,2,24.31,intermediate,normal
41,male,81.6,1.87,167,128,59,1.87,1185.0,hiit,10.2,3.5,5,3,23.33,advanced,normal
40,male,60.2,1.88,183,141,61,1.22,946.0,cardio,25.2,3.0,3,2,17.03,intermediate,underweight
49,female,49.2,1.54,179,153,63,1.28,881.0,hiit,30.7,2.1,3,2,20.75,intermediate,normal
54,female,46.6,1.5,175,165,58,1.38,1025.0,strength,30.6,2.0,2,1,20.71,beginner,normal
29,female,68.7,1.72,171,168,62,1.08,907.0,cardio,29.8,1.7,4,2,23.22,intermediate,normal
30,female,60.6,1.55,172,120,52,1.3,780.0,strength,32.9,1.6,3,2,25.22,intermediate,overweight
40,male,52.1,1.61,198,128,70,0.87,612.0,hiit,21.3,3.3,2,1,20.1,beginner,normal
42,female,46.6,1.77,184,139,63,0.61,382.0,yoga,28.1,2.6,2,1,14.87,beginner,underweight
52,male,65.5,1.74,191,138,70,1.48,1011.0,strength,26.2,2.8,4,2,21.63,intermediate,normal
58,female,44.2,1.57,183,155,59,1.08,753.0,hiit,31.9,2.3,3,1,17.93,beginner,underweight
47,male,89.1,1.84,168,159,65,1.44,1133.0,yoga,24.0,3.6,3,2,26.32,intermediate,overweight
34,male,65.9,1.62,199,164,56,0.81,731.0,yoga,28.8,2.2,2,1,25.11,beginner,overweight
37,female,55.6,1.57,182,123,53,0.97,597.0,cardio,29.2,2.4,2,1,22.56,beginner,normal
42,male,63.7,1.98,172,128,69,1.37,868.0,yoga,24.0,3.0,2,1,16.25,beginner,underweight
